map:nowa_mapa.json
W | W
T 8 5 | T 8 2
W | T 3 0
W | F 6 8
T 2 9 | W
W | W
W | S swordsman
W | F 0 7
W | W
S swordsman | W
W | W
W | W
T 5 7 | W
T 6 9 | W
W | W
W | W
W | W
T 6 5 | T 1 8
F 9 0 | F 3 4
W | S swordsman
W | W
F 6 4 | W
F 4 1 | F 8 9
W | S swordsman
W | S archer
S swordsman | W
W | W
W | W
T 5 6 | W
W | T 8 9
W | T 6 1
W | T 7 1
W | W
T 4 2 | W
S archer | W
T 4 5 | T 2 4
T 5 0 | F 5 0
T 2 2 | W
W | F 1 0
T 5 7 | W
W | W
W | W
W | W
W | W
W | T 2 2
W | W
W | W
W | W
W | W
F 3 5 | W
