map:nowa_mapa.json
W | W
W | W
T 2 5 | F 4 5
W | F 9 4
W | W
S swordsman | W
W | W
W | F 5 7
W | W
W | W
W | W
W | W
T 0 3 | W
W | T 1 3
W | F 8 2
F 3 4 | T 7 9
W | F 5 1
W | W
T 9 7 | W
W | T 0 9
W | W
T 7 8 | W
W | S archer
W | F 0 2
W | T 9 4
T 0 9 | W
W | W
T 4 6 | W
W | W
T 8 4 | T 5 4
F 4 6 | T 6 8
W | W
W | S archer
