map:example_map.json
W | W
F 2 9 | W
S archer | W
W | W
S archer | S archer
T 1 9 | T 1 3
W | F 9 8
W | W
F 0 4 | W
W | T 6 7
S swordsman | W
F 8 3 | W
W | S swordsman
W | W
W | T 5 5
F 9 1 | W
F 3 0 | F 2 5
T 8 6 | W
W | W
W | T 9 5
W | F 2 5
W | W
T 7 5 | W
W | W
T 8 7 | W
T 6 3 | F 5 9
W | F 7 9
S archer | W
W | W
S archer | W
S archer | W
T 7 0 | W
W | W
T 5 6 | F 2 3
W | F 6 4
