map:example_map.json
W | W
W | W
S swordsman | W
T 3 0 | S archer
W | W
W | F 5 5
S swordsman | W
W | T 5 1
W | W
W | W
S archer | T 8 3
F 3 5 | W
W | S archer
W | S swordsman
S archer | W
F 2 6 | T 2 1
W | W
F 0 7 | T 1 8
S archer | T 2 1
S swordsman | W
W | W
W | W
S archer | W
W | F 6 6
W | T 9 4
W | T 6 4
F 4 8 | W
T 3 0 | W
W | S swordsman
T 3 5 | W
F 5 4 | F 0 0
W | W
S swordsman | T 6 9
W | W
W | S archer
W | W
W | F 6 4
W | S swordsman
